x,y,z
-0.346551,1.502568,-0.399413
-0.34694,1.506479,-0.395539
-0.34737,1.510334,-0.391646
-0.347833,1.514175,-0.387657
-0.348301,1.518017,-0.383774
-0.34881,1.521736,-0.379711
-0.349324,1.525407,-0.375629
-0.349938,1.529237,-0.371711
-0.350516,1.532936,-0.367593
-0.351088,1.53653,-0.363431
-0.351734,1.54009,-0.359294
-0.352316,1.543594,-0.355095
-0.352953,1.547076,-0.350843
-0.353599,1.550389,-0.34659
-0.354292,1.553675,-0.342229
-0.35494,1.556899,-0.337883
-0.355589,1.560089,-0.333548
-0.356315,1.563287,-0.329351
-0.357011,1.566252,-0.324878
-0.357736,1.569267,-0.320504
-0.358552,1.57212,-0.316051
-0.359332,1.575033,-0.311765
-0.360089,1.577816,-0.307462
-0.360898,1.580483,-0.303139
-0.361759,1.583137,-0.298727
-0.36256,1.585692,-0.294327
-0.363428,1.588148,-0.290021
-0.364243,1.590582,-0.285655
-0.36507,1.592751,-0.281153
-0.365905,1.594952,-0.276742
-0.366684,1.597001,-0.272176
-0.367475,1.599067,-0.267719
-0.368217,1.600914,-0.263194
-0.368912,1.602745,-0.258501
-0.369673,1.604448,-0.253811
-0.370332,1.606115,-0.249151
-0.37097,1.607498,-0.244264
-0.371582,1.608809,-0.239306
-0.372215,1.610092,-0.234451
-0.372833,1.611271,-0.229608
-0.373442,1.612439,-0.224833
-0.374124,1.613427,-0.219914
-0.374832,1.614507,-0.21526
-0.375478,1.615344,-0.210422
-0.376194,1.616072,-0.205592
-0.376793,1.616833,-0.201145
-0.377476,1.617296,-0.196185
-0.378087,1.6177,-0.191538
-0.378681,1.618054,-0.186775
-0.379272,1.618181,-0.181702
-0.379849,1.618311,-0.177204
-0.379869,1.618627,-0.173119
-0.380978,1.618308,-0.16767
-0.381483,1.618093,-0.163163
-0.382008,1.617773,-0.158162
-0.382336,1.61739,-0.153521
-0.382913,1.61702,-0.148929
-0.383415,1.616587,-0.144167
-0.38385,1.615816,-0.139112
-0.384279,1.615249,-0.134694
-0.384714,1.614441,-0.129526
-0.385146,1.613478,-0.124659
-0.385627,1.612455,-0.11957
-0.385925,1.611348,-0.11476
-0.38634,1.610168,-0.110028
-0.386684,1.60882,-0.105016
-0.387088,1.607548,-0.100181
-0.387291,1.605864,-0.095559
-0.387647,1.604281,-0.090625
-0.388005,1.602504,-0.085755
-0.388203,1.600757,-0.081058
-0.388448,1.598683,-0.076316
-0.388727,1.596768,-0.07156
-0.389147,1.594567,-0.066269
-0.389204,1.592256,-0.061749
-0.389525,1.589956,-0.056768
-0.389668,1.587426,-0.051825
-0.38988,1.584944,-0.047064
-0.389941,1.582338,-0.042401
-0.390101,1.579607,-0.037549
-0.390411,1.576731,-0.03229
-0.390576,1.573946,-0.027503
-0.390679,1.571215,-0.023226
-0.390766,1.567995,-0.018275
-0.391005,1.56495,-0.013278
-0.391041,1.561771,-0.008728
-0.391365,1.558483,-0.003895
-0.391432,1.555006,0.000701
-0.391627,1.551575,0.005386
-0.391811,1.548117,0.010178
-0.391829,1.544348,0.014619
-0.391984,1.540712,0.019347
-0.392174,1.536757,0.023947
-0.392254,1.532828,0.028476
-0.392388,1.528771,0.033035
-0.392545,1.524573,0.037776
-0.392718,1.520461,0.042219
-0.392695,1.516091,0.046457
-0.393078,1.511709,0.051338
-0.392872,1.507313,0.055381
-0.393313,1.502864,0.059955
-0.39337,1.498195,0.063962
-0.393645,1.493642,0.068119
-0.393705,1.488885,0.072429
-0.394044,1.484194,0.076395
-0.394287,1.479429,0.080554
-0.394542,1.474509,0.084806
-0.394619,1.46948,0.088599
-0.394904,1.464385,0.092522
-0.395092,1.459225,0.096592
-0.395333,1.454174,0.100181
-0.395292,1.448705,0.103891
-0.395929,1.443599,0.107857
-0.395966,1.437994,0.11133
-0.396162,1.432448,0.114898
-0.396484,1.426955,0.118503
-0.396733,1.421256,0.122056
-0.396878,1.415397,0.125515
-0.39718,1.409678,0.128738
-0.397223,1.403586,0.132014
-0.397553,1.397684,0.135362
-0.397643,1.391588,0.138341
-0.39799,1.385328,0.141462
-0.398218,1.379105,0.144424
-0.3985,1.372873,0.147395
-0.398628,1.366587,0.149824
-0.398936,1.360089,0.152702
-0.39907,1.353546,0.155343
-0.399556,1.347043,0.157942
-0.399892,1.340578,0.160285
-0.399953,1.333615,0.162841
-0.400383,1.32716,0.16501
-0.400766,1.320466,0.16722
-0.401022,1.313772,0.169196
-0.401439,1.30699,0.171247
-0.401799,1.300204,0.173145
-0.402111,1.293333,0.17485
-0.402538,1.286629,0.176661
-0.403012,1.279909,0.178112
-0.403435,1.273082,0.179617
-0.403753,1.266086,0.180923
-0.404313,1.259591,0.182292
-0.40471,1.252752,0.183537
-0.405165,1.245838,0.184706
-0.40562,1.239143,0.185697
-0.40613,1.232541,0.186337
-0.406584,1.225783,0.187049
-0.407141,1.219329,0.187683
-0.407598,1.212725,0.188361
-0.40804,1.206154,0.188747
-0.408528,1.19975,0.189146
-0.409043,1.193277,0.189208
-0.409544,1.186955,0.189452
-0.409954,1.180579,0.189457
-0.410515,1.17428,0.189352
-0.411053,1.168084,0.189197
-0.41153,1.161787,0.189146
-0.412063,1.155648,0.188837
-0.412497,1.149447,0.18842
-0.413069,1.143372,0.187989
-0.413548,1.137367,0.187508
-0.41412,1.13139,0.18687
-0.414633,1.125378,0.186112
-0.415229,1.119499,0.185234
-0.415726,1.113596,0.184447
-0.416203,1.107706,0.183393
-0.416822,1.101966,0.18235
-0.417339,1.096088,0.18135
-0.417859,1.090395,0.179959
-0.418428,1.084719,0.178672
-0.418886,1.078921,0.177393
-0.419429,1.073398,0.175789
-0.419948,1.067743,0.174322
-0.420424,1.062261,0.172443
-0.420902,1.056739,0.17072
-0.421357,1.051257,0.168733
-0.421865,1.045925,0.166824
-0.422365,1.040713,0.164679
-0.422784,1.03549,0.16234
-0.423124,1.030162,0.160031
-0.423567,1.025138,0.15786
-0.424058,1.02015,0.155545
-0.424389,1.01509,0.152878
-0.424846,1.010208,0.150258
-0.425198,1.005363,0.147543
-0.425577,1.000646,0.144738
-0.425941,0.995849,0.141879
-0.426371,0.99126,0.138947
-0.426645,0.986616,0.135817
-0.427162,0.982238,0.132759
-0.42749,0.977808,0.129491
-0.427808,0.97355,0.126193
-0.428079,0.969226,0.123073
-0.428348,0.964918,0.11955
-0.428773,0.961188,0.116038
-0.42906,0.957036,0.112771
-0.429459,0.95328,0.109118
-0.429692,0.949503,0.105501
-0.430058,0.945907,0.101879
-0.43027,0.942302,0.097838
-0.430578,0.938959,0.094139
-0.4307,0.935596,0.090434
-0.430913,0.932347,0.086543
-0.431363,0.929424,0.082139
-0.431367,0.926252,0.078389
-0.431596,0.923376,0.074225
-0.431685,0.92039,0.070193
-0.431882,0.917435,0.065878
-0.431938,0.914419,0.061852
-0.432108,0.911681,0.057285
-0.43213,0.908916,0.053019
-0.432257,0.906084,0.048552
-0.432392,0.903462,0.043902
-0.432405,0.90075,0.039437
-0.432612,0.898269,0.034683
-0.432591,0.895694,0.030231
-0.43272,0.893251,0.025805
-0.432741,0.890947,0.020988
-0.432859,0.888866,0.016352
-0.432803,0.88668,0.011462
-0.432872,0.884744,0.006695
-0.432909,0.882884,0.00185
-0.432875,0.881123,-0.002902
-0.432809,0.879616,-0.007734
-0.432712,0.878085,-0.012516
-0.43269,0.876751,-0.017387
-0.432548,0.875404,-0.022345
-0.432492,0.874238,-0.027278
-0.432345,0.873165,-0.03224
-0.432123,0.871875,-0.037196
-0.432043,0.870912,-0.042328
-0.431846,0.869926,-0.047395
-0.431577,0.868953,-0.052542
-0.431355,0.867934,-0.057644
-0.431098,0.866976,-0.062818
-0.430829,0.866138,-0.067989
-0.430699,0.865258,-0.073227
-0.430409,0.864327,-0.078463
-0.430086,0.863457,-0.083615
-0.429911,0.86273,-0.08894
-0.429473,0.861804,-0.094158
-0.429258,0.861277,-0.099371
-0.428928,0.860587,-0.104346
-0.428526,0.859956,-0.109464
-0.428221,0.859454,-0.114667
-0.427866,0.859362,-0.119863
-0.427639,0.858937,-0.125003
-0.427079,0.858847,-0.130045
-0.42671,0.85858,-0.135171
-0.42621,0.858607,-0.140193
-0.42579,0.858801,-0.145572
-0.42534,0.859105,-0.150798
-0.424803,0.859354,-0.156164
-0.424215,0.85969,-0.161446
-0.423627,0.860056,-0.166993
-0.422969,0.860297,-0.172356
-0.422415,0.860691,-0.177806
-0.421839,0.861136,-0.183325
-0.421109,0.861342,-0.188635
-0.420482,0.861597,-0.19412
-0.419776,0.861999,-0.199481
-0.419196,0.862175,-0.204912
-0.418428,0.862553,-0.210192
-0.417759,0.862762,-0.215585
-0.417053,0.86312,-0.221031
-0.416244,0.863423,-0.226539
-0.415542,0.863809,-0.231894
-0.414854,0.864415,-0.237189
-0.414144,0.865047,-0.242537
-0.413393,0.865709,-0.247899
-0.412703,0.866487,-0.253224
-0.411931,0.867218,-0.258508
-0.411186,0.868022,-0.263789
-0.410415,0.868827,-0.26915
-0.40964,0.869821,-0.274309
-0.408846,0.870823,-0.279531
-0.408063,0.871671,-0.284714
-0.407123,0.873069,-0.289776
-0.406344,0.873762,-0.294963
-0.405493,0.874932,-0.300065
-0.404611,0.876068,-0.305126
-0.40371,0.877301,-0.310182
-0.402816,0.8785,-0.315281
-0.401945,0.879979,-0.320395
-0.400989,0.881292,-0.325441
-0.40005,0.882736,-0.330567
-0.399054,0.884276,-0.335595
-0.398092,0.885792,-0.34066
-0.397205,0.887482,-0.345901
-0.396109,0.889241,-0.350852
-0.395242,0.890804,-0.355734
-0.394234,0.892522,-0.360678
-0.393285,0.894433,-0.365548
-0.392179,0.8963,-0.370399
-0.391277,0.898083,-0.375019
-0.390263,0.899929,-0.379619
-0.389161,0.902173,-0.384205
-0.388123,0.904015,-0.388542
-0.387103,0.906145,-0.392955
-0.386,0.908249,-0.397272
-0.384812,0.910786,-0.401608
-0.383702,0.912871,-0.405792
-0.382551,0.91513,-0.410004
-0.381437,0.917642,-0.414278
-0.380224,0.92018,-0.418493
-0.37896,0.922642,-0.42266
-0.377843,0.925219,-0.426813
-0.376606,0.927886,-0.43102
-0.375348,0.930611,-0.435108
-0.374049,0.93354,-0.439394
-0.372955,0.936143,-0.443387
-0.37169,0.938934,-0.447441
-0.370485,0.941736,-0.45145
-0.369302,0.944662,-0.455339
-0.368019,0.94761,-0.4591
-0.366769,0.950617,-0.462871
-0.365626,0.953724,-0.466405
-0.364331,0.956748,-0.469783
-0.363116,0.960009,-0.473134
-0.3618,0.963124,-0.476245
-0.360547,0.966498,-0.479206
-0.359205,0.970164,-0.482056
-0.357943,0.973397,-0.484607
-0.356605,0.976963,-0.487307
-0.35531,0.980509,-0.489849
-0.354004,0.984217,-0.492195
-0.352669,0.987989,-0.494473
-0.351373,0.991984,-0.496726
-0.3501,0.99594,-0.498856
-0.348806,1.000185,-0.500894
-0.347508,1.003998,-0.502823
-0.346256,1.008053,-0.504677
-0.344966,1.012193,-0.5064
-0.34373,1.016438,-0.508065
-0.342454,1.020761,-0.509636
-0.341262,1.024885,-0.510939
-0.340004,1.029338,-0.512212
-0.33884,1.033738,-0.513505
-0.337771,1.037937,-0.514528
-0.336534,1.04273,-0.5155
-0.33538,1.047105,-0.516209
-0.33439,1.051825,-0.517049
-0.333321,1.056751,-0.517783
-0.332225,1.061576,-0.51827
-0.331167,1.06673,-0.518844
-0.330225,1.071805,-0.519216
-0.329327,1.076715,-0.519514
-0.328414,1.082078,-0.519833
-0.327573,1.087125,-0.519938
-0.32661,1.092618,-0.519904
-0.325811,1.098051,-0.520032
-0.325106,1.103248,-0.519921
-0.324342,1.108927,-0.519769
-0.323707,1.114395,-0.519598
-0.323191,1.120096,-0.519451
-0.322448,1.12603,-0.519271
-0.322031,1.131531,-0.518925
-0.321555,1.137424,-0.518658
-0.321189,1.143133,-0.518131
-0.320739,1.14919,-0.51784
-0.320376,1.155063,-0.517463
-0.320056,1.16112,-0.51697
-0.319878,1.166944,-0.516422
-0.319548,1.173073,-0.515879
-0.319413,1.178828,-0.515242
-0.319279,1.184627,-0.514494
-0.319113,1.190789,-0.513898
-0.319053,1.196552,-0.513083
-0.318971,1.202518,-0.512391
-0.318912,1.20839,-0.511673
-0.318964,1.2143,-0.510859
-0.318991,1.220379,-0.510196
-0.319128,1.226315,-0.509412
-0.319228,1.232074,-0.508648
-0.319394,1.237739,-0.507793
-0.319533,1.243497,-0.507109
-0.319701,1.249162,-0.506192
-0.319923,1.254991,-0.505493
-0.32004,1.260686,-0.504679
-0.320356,1.266039,-0.50386
-0.320625,1.271611,-0.502996
-0.320922,1.276807,-0.501951
-0.321123,1.282182,-0.501072
-0.321375,1.287627,-0.500081
-0.321722,1.293141,-0.499162
-0.322036,1.298169,-0.49809
-0.322254,1.303341,-0.496937
-0.322552,1.308471,-0.495909
-0.322814,1.313398,-0.494612
-0.32306,1.318361,-0.493461
-0.323331,1.323492,-0.492299
-0.323529,1.328373,-0.49095
-0.323758,1.333363,-0.489834
-0.32401,1.338198,-0.488417
-0.324292,1.34286,-0.486946
-0.324482,1.347539,-0.485606
-0.324699,1.3522,-0.484222
-0.324935,1.356898,-0.482874
-0.325116,1.36139,-0.481439
-0.325391,1.36598,-0.480098
-0.325572,1.370524,-0.478709
-0.325872,1.374846,-0.477116
-0.326078,1.379144,-0.475611
-0.32629,1.383376,-0.474087
-0.326391,1.387536,-0.47233
-0.326585,1.391673,-0.470661
-0.326707,1.395844,-0.469008
-0.326801,1.399954,-0.467121
-0.326915,1.404107,-0.465283
-0.326938,1.408022,-0.4633
-0.327112,1.412141,-0.46118
-0.327211,1.416164,-0.459057
-0.327357,1.420322,-0.457202
-0.327406,1.424239,-0.454982
-0.327707,1.428358,-0.45288
-0.32782,1.432533,-0.45082
-0.327923,1.436423,-0.44862
-0.328059,1.44042,-0.446377
-0.328331,1.444353,-0.444129
-0.328464,1.448372,-0.44188
-0.328711,1.452328,-0.439625
-0.328928,1.456231,-0.437294
-0.32932,1.459991,-0.434664
-0.329548,1.463778,-0.432325
-0.329815,1.467523,-0.429938
-0.330053,1.471298,-0.427682
-0.330379,1.47497,-0.425321
-0.330683,1.478685,-0.422841
-0.331081,1.482364,-0.420527
-0.331396,1.48591,-0.418044
-0.331762,1.489587,-0.415629
-0.332109,1.493113,-0.413092
-0.332524,1.496735,-0.410607
-0.332908,1.500222,-0.407989
-0.333302,1.503731,-0.405455
-0.33367,1.507148,-0.402745
-0.334099,1.510634,-0.400086
-0.3345,1.513971,-0.397321
-0.334937,1.517371,-0.394619
-0.335329,1.520724,-0.391875
-0.335756,1.523905,-0.389005
-0.336175,1.527065,-0.386065
-0.336575,1.530212,-0.383267
-0.337007,1.533315,-0.380347
-0.33746,1.536262,-0.377355
-0.337892,1.539281,-0.374473
-0.338339,1.542272,-0.371534
-0.338761,1.545042,-0.368426
-0.339162,1.547709,-0.365214
-0.339678,1.550551,-0.362136
-0.340081,1.553192,-0.359064
-0.340493,1.55582,-0.355931
-0.340943,1.558324,-0.3527
-0.341376,1.56078,-0.349397
-0.3418,1.563183,-0.346071
-0.342242,1.565488,-0.342571
-0.342632,1.567802,-0.339266
-0.343041,1.570013,-0.335778
-0.343429,1.572135,-0.33223
-0.343904,1.574308,-0.328677
-0.344277,1.576293,-0.32482
-0.344687,1.57832,-0.321189
-0.345076,1.580212,-0.317333
-0.345441,1.582097,-0.31346
-0.345823,1.583881,-0.309466
-0.346191,1.585612,-0.305514
-0.346573,1.587248,-0.301331
-0.34695,1.588914,-0.297255
-0.347276,1.590401,-0.293068
-0.347677,1.591787,-0.288713
-0.348047,1.593157,-0.284398
-0.34839,1.594471,-0.280076
-0.348859,1.595788,-0.275874
-0.349287,1.596919,-0.271391
-0.349605,1.597953,-0.266958
-0.350046,1.598949,-0.262506
-0.350453,1.599917,-0.258012
-0.350895,1.600771,-0.253411
-0.351308,1.601671,-0.248935
-0.351771,1.6024,-0.244333
-0.352162,1.603045,-0.239579
-0.352646,1.603655,-0.234947
-0.353126,1.604147,-0.230105
-0.35356,1.604771,-0.225413
-0.354016,1.605,-0.220274
-0.354431,1.60525,-0.215365
-0.354857,1.605526,-0.210562
-0.355314,1.605658,-0.205496
-0.35578,1.60572,-0.200532
-0.356165,1.605749,-0.195454
-0.356448,1.605457,-0.190313
-0.35702,1.605291,-0.184833
-0.357471,1.60509,-0.179863
-0.357937,1.604728,-0.17464
-0.358373,1.60433,-0.169325
-0.358753,1.603821,-0.16401
-0.359309,1.60345,-0.158893
-0.359787,1.602758,-0.153526
-0.360216,1.602227,-0.148412
-0.360681,1.60148,-0.143035
-0.361191,1.600722,-0.137823
-0.361697,1.599779,-0.132242
-0.362244,1.598998,-0.126999
-0.362693,1.597881,-0.121533
-0.363188,1.596797,-0.116281
-0.363723,1.595616,-0.110793
-0.364194,1.594319,-0.105348
-0.364704,1.592974,-0.099948
-0.365197,1.591507,-0.094365
-0.36568,1.590026,-0.088972
-0.366038,1.58843,-0.083581
-0.366777,1.586627,-0.077631
-0.367124,1.584862,-0.072535
-0.367789,1.583029,-0.066903
-0.368187,1.581058,-0.061599
-0.368763,1.579091,-0.056095
-0.36942,1.577053,-0.050867
-0.36985,1.574956,-0.045581
-0.370572,1.572793,-0.04008
-0.371039,1.57058,-0.035127
-0.371676,1.568287,-0.02957
-0.372377,1.565879,-0.0243
-0.372808,1.563491,-0.019136
-0.373548,1.561024,-0.013856
-0.374029,1.558486,-0.008821
-0.374728,1.555861,-0.003324
-0.375295,1.553127,0.001848
-0.375826,1.550333,0.007098
-0.376458,1.547389,0.012328
-0.37698,1.544447,0.017602
-0.377548,1.541376,0.022857
-0.378073,1.538186,0.028278
-0.378659,1.53494,0.033504
-0.379162,1.531564,0.0388
-0.379692,1.528189,0.043893
-0.38021,1.524715,0.048973
-0.380804,1.521105,0.05431
-0.381201,1.517502,0.059306
-0.381806,1.513702,0.064571
-0.38244,1.51005,0.069492
-0.382935,1.506261,0.074192
-0.38331,1.502145,0.079216
-0.384193,1.498361,0.084342
-0.384734,1.494319,0.088814
-0.385295,1.490152,0.09383
-0.385917,1.486036,0.098269
-0.3864,1.481741,0.102792
-0.386968,1.477415,0.107361
-0.387596,1.472864,0.112113
-0.387952,1.468362,0.116326
-0.388725,1.463804,0.121162
-0.38918,1.459113,0.125326
-0.389923,1.454337,0.129907
-0.390517,1.449612,0.134135
-0.390907,1.444707,0.138386
-0.391466,1.439709,0.142635
-0.392128,1.434772,0.146917
-0.392678,1.42969,0.150951
-0.393492,1.424644,0.155174
-0.393975,1.419431,0.159042
-0.39466,1.414311,0.162952
-0.395374,1.408971,0.167022
-0.396005,1.403633,0.170542
-0.396811,1.398348,0.174289
-0.397359,1.392906,0.177701
-0.398109,1.387147,0.181732
-0.398872,1.381613,0.185058
-0.39939,1.375757,0.188477
-0.400125,1.370105,0.191511
-0.400801,1.364213,0.194713
-0.401331,1.358139,0.197801
-0.402175,1.3521,0.20104
-0.402786,1.346024,0.203793
-0.403401,1.339773,0.206658
-0.404057,1.333646,0.208982
-0.404716,1.327417,0.211558
-0.405259,1.321093,0.213909
-0.405826,1.314793,0.215892
-0.406529,1.308458,0.21813
-0.407045,1.302225,0.220085
-0.407623,1.29598,0.221743
-0.408215,1.289655,0.223191
-0.40876,1.283464,0.224852
-0.40924,1.27693,0.2265
-0.409802,1.270813,0.227701
-0.41039,1.26466,0.228711
-0.410904,1.258346,0.230249
-0.411498,1.252111,0.231139
-0.41206,1.245933,0.231992
-0.41265,1.239835,0.232781
-0.413216,1.233617,0.233689
-0.413792,1.227645,0.234328
-0.414426,1.22154,0.234793
-0.415019,1.215557,0.235296
-0.415442,1.209604,0.235794
-0.416018,1.203633,0.235909
-0.416561,1.197715,0.236136
-0.417052,1.191887,0.236108
-0.417551,1.186031,0.236259
-0.417936,1.180144,0.235975
-0.418454,1.174403,0.235604
-0.418792,1.168665,0.235243
-0.419376,1.163075,0.234412
-0.419599,1.157288,0.234012
-0.420007,1.151605,0.233147
-0.420344,1.145959,0.232279
-0.420757,1.140376,0.231271
-0.421044,1.134597,0.23034
-0.421349,1.128966,0.229386
-0.421735,1.123436,0.228021
-0.42199,1.117811,0.226998
-0.422217,1.112085,0.225606
-0.422591,1.106654,0.22452
-0.422882,1.10128,0.2228
-0.423052,1.095739,0.221293
-0.423329,1.090417,0.21978
-0.423677,1.085074,0.218148
-0.423975,1.079834,0.216144
-0.424243,1.074535,0.214455
-0.424328,1.069193,0.212382
-0.424657,1.064059,0.210401
-0.424953,1.058981,0.208132
-0.425139,1.053802,0.205898
-0.425361,1.048709,0.203769
-0.425555,1.043641,0.201416
-0.425849,1.038783,0.199123
-0.425999,1.033882,0.196586
-0.426173,1.028965,0.193925
-0.426453,1.024268,0.19127
-0.426633,1.019512,0.188846
-0.426791,1.014798,0.185811
-0.427052,1.010334,0.183064
-0.427112,1.005648,0.180039
-0.427395,1.00128,0.177305
-0.427524,0.996937,0.173845
-0.42758,0.992479,0.170761
-0.427756,0.988293,0.167598
-0.427749,0.98396,0.164145
-0.427971,0.979844,0.160824
-0.428072,0.975794,0.157406
-0.428258,0.971657,0.153772
-0.428374,0.967651,0.150604
-0.428543,0.963747,0.14718
-0.428651,0.959812,0.14351
-0.428869,0.956051,0.140079
-0.42911,0.952328,0.136202
-0.429303,0.948675,0.132783
-0.429423,0.945107,0.129124
-0.429698,0.941789,0.12534
-0.429855,0.938309,0.121682
-0.430164,0.93512,0.117758
-0.430304,0.931831,0.114206
-0.430172,0.928543,0.11007
-0.430512,0.925749,0.106072
-0.430687,0.922402,0.102476
-0.430827,0.919456,0.098488
-0.43088,0.916408,0.094682
-0.4309,0.913425,0.090558
-0.430924,0.910414,0.086541
-0.430881,0.907487,0.082378
-0.430985,0.904846,0.078509
-0.431,0.902199,0.074313
-0.4311,0.899716,0.070444
-0.431062,0.897211,0.066344
-0.430969,0.894725,0.062161
-0.431036,0.892609,0.057887
-0.43092,0.890503,0.053543
-0.430951,0.888526,0.048947
-0.431069,0.886798,0.044834
-0.430772,0.884803,0.040485
-0.430768,0.882895,0.03625
-0.430404,0.880895,0.032048
-0.430389,0.879298,0.02762
-0.430127,0.877402,0.023119
-0.430018,0.875906,0.019363
-0.429795,0.87429,0.015104
-0.429616,0.872739,0.010585
-0.429346,0.87125,0.006434
-0.429185,0.86991,0.00216
-0.428889,0.868605,-0.002072
-0.428669,0.867383,-0.006347
-0.428309,0.866169,-0.010756
-0.428084,0.86517,-0.015022
-0.427789,0.864371,-0.019363
-0.427475,0.863528,-0.0238
-0.427149,0.862771,-0.027959
-0.426917,0.86231,-0.032279
-0.426599,0.861582,-0.036604
-0.426173,0.860836,-0.041038
-0.425924,0.860433,-0.045303
-0.425468,0.859744,-0.049613
-0.425135,0.859206,-0.054055
-0.424673,0.858665,-0.058422
-0.424383,0.85827,-0.063064
-0.423793,0.857719,-0.067561
-0.423352,0.857319,-0.072065
-0.42271,0.856638,-0.076501
-0.422282,0.856431,-0.081314
-0.421605,0.856023,-0.085796
-0.421008,0.855632,-0.090605
-0.420382,0.85545,-0.095199
-0.419694,0.855622,-0.100042
-0.419331,0.855478,-0.104814
-0.41873,0.855542,-0.109505
-0.418005,0.855507,-0.114106
-0.417613,0.855925,-0.118735
-0.416935,0.856146,-0.123289
-0.416416,0.856544,-0.128028
-0.415815,0.857113,-0.1325
-0.415262,0.85731,-0.136808
-0.414682,0.857775,-0.141126
-0.414075,0.858195,-0.145519
-0.413396,0.85882,-0.149853
-0.412908,0.859367,-0.154324
-0.412129,0.859823,-0.158738
-0.411518,0.860507,-0.163208
-0.410797,0.861011,-0.167661
-0.41005,0.861644,-0.172265
-0.409376,0.862292,-0.17683
-0.40845,0.862676,-0.181474
-0.407749,0.863446,-0.18617
-0.406934,0.864097,-0.19089
-0.406076,0.864814,-0.195621
-0.405319,0.865595,-0.200202
-0.404492,0.866587,-0.204817
-0.403694,0.86744,-0.209445
-0.402899,0.868456,-0.214029
-0.402122,0.869591,-0.21847
-0.40134,0.870804,-0.2228
-0.400581,0.872114,-0.227043
-0.399793,0.873571,-0.23111
-0.398988,0.875013,-0.235208
-0.398209,0.876539,-0.239175
-0.397392,0.878111,-0.24305
-0.396591,0.879924,-0.246694
-0.395768,0.88166,-0.250423
-0.394976,0.883451,-0.25415
-0.394082,0.885289,-0.257812
-0.393219,0.887192,-0.261576
-0.392391,0.889243,-0.265129
-0.391425,0.891152,-0.268886
-0.390571,0.893154,-0.272632
-0.389648,0.895288,-0.276264
-0.388685,0.897377,-0.280032
-0.38781,0.899617,-0.283764
-0.386796,0.901705,-0.287431
-0.385791,0.903964,-0.291152
-0.384891,0.906241,-0.294748
-0.383989,0.908614,-0.298395
-0.382962,0.911015,-0.3019
-0.382053,0.913455,-0.305468
-0.381134,0.916061,-0.308888
-0.380235,0.918648,-0.312279
-0.379266,0.92164,-0.31559
-0.378485,0.924223,-0.318817
-0.377465,0.927023,-0.321981
-0.376562,0.929939,-0.325044
-0.375629,0.9328,-0.328209
-0.374723,0.935839,-0.331222
-0.373766,0.938905,-0.334153
-0.372852,0.942119,-0.337127
-0.371898,0.945231,-0.340033
-0.370865,0.948373,-0.342929
-0.36993,0.951648,-0.345775
-0.369004,0.955048,-0.348624
-0.367985,0.958342,-0.351294
-0.367053,0.961784,-0.354126
-0.366112,0.965199,-0.35702
-0.365183,0.968606,-0.359854
-0.364288,0.972122,-0.362746
-0.363316,0.975696,-0.365497
-0.362389,0.979292,-0.368118
-0.36153,0.982905,-0.370885
-0.360643,0.986528,-0.373561
-0.359778,0.990278,-0.376133
-0.358874,0.99392,-0.378637
-0.358064,0.997765,-0.38116
-0.357265,1.001582,-0.383525
-0.356452,1.005541,-0.385841
-0.355632,1.009468,-0.388177
-0.354815,1.013344,-0.390311
-0.354126,1.017467,-0.3925
-0.353336,1.021514,-0.394614
-0.35258,1.025633,-0.396627
-0.351844,1.029738,-0.398536
-0.351168,1.033921,-0.400471
-0.350533,1.038116,-0.402304
-0.349863,1.042323,-0.404101
-0.349266,1.046508,-0.405824
-0.348502,1.050686,-0.40765
-0.347913,1.05494,-0.409298
-0.34725,1.059093,-0.410955
-0.346719,1.063365,-0.41249
-0.34629,1.06779,-0.414197
-0.345789,1.071941,-0.415688
-0.345268,1.076165,-0.417144
-0.34483,1.080624,-0.418749
-0.344493,1.08476,-0.420192
-0.344076,1.088955,-0.421591
-0.343659,1.093202,-0.422925
-0.343284,1.097382,-0.424258
-0.342949,1.101524,-0.425535
-0.34257,1.105683,-0.42674
-0.342241,1.109779,-0.427908
-0.341963,1.113894,-0.429027
-0.341648,1.118211,-0.430224
-0.341341,1.121907,-0.431224
-0.341085,1.125931,-0.432264
-0.340875,1.13012,-0.433364
-0.340636,1.133917,-0.434216
-0.340399,1.137818,-0.435285
-0.340204,1.141755,-0.436269
-0.340018,1.145616,-0.437229
-0.33986,1.149405,-0.438264
-0.339772,1.153203,-0.439131
-0.33961,1.157001,-0.439987
-0.33945,1.160606,-0.440857
-0.339334,1.164197,-0.441699
-0.339229,1.167769,-0.442415
-0.339133,1.17128,-0.443171
-0.339043,1.174718,-0.443905
-0.338959,1.178133,-0.444515
-0.338838,1.181499,-0.445165
-0.338816,1.184771,-0.445652
-0.338728,1.188068,-0.446307
-0.338646,1.191329,-0.446853
-0.338656,1.194617,-0.447473
-0.338572,1.19772,-0.447968
-0.338562,1.200808,-0.448472
-0.338475,1.203872,-0.44894
-0.338481,1.206917,-0.449388
-0.338462,1.209906,-0.449867
-0.338444,1.212808,-0.45029
-0.338469,1.215748,-0.45067
-0.338476,1.218556,-0.451102
-0.338421,1.221363,-0.451431
-0.338487,1.224174,-0.451806
-0.33847,1.226846,-0.452218
-0.338547,1.229556,-0.452567
-0.338529,1.232171,-0.452853
